"customerid","gender","discount_applied","promo_code_used","subscription_status"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Male","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
"null","Female","No","No","No"
